?	1.53665504276663
A2LD1	3.10966392537536
AAAS	1.49139437637201
AAGAB	1.5339415879621
AARS	1.26759342577137
AARS2	1.6025279561053
AARSD1	2.35203412940541
AATF	2.20866803761507
ABCA11P	3.46996622496276
ABCA5	4.52353257183483
ABCA8	6.69045290172523
ABCB10	1.22099390843982
ABCB6	1.4757982483521
ABCC1	3.16216482963791
ABCC3	12.3595344761318
ABCD2	5.85411677101376
ABCD3	1.778318194977
ABCF1	2.27020841729404
ABCF3	1.83360634592135
ABHD15	2.41015584306278
ABHD2	3.08188585446545
ABI3	3.60080097031288
ABI3BP	5.63325569967934
ABLIM3	3.9778787014222
ABTB1	2.64300795726414
ABTB2	3.90613544055233
ACAA2	3.30502155142561
ACACA	2.68349211825773
ACAD10	1.46903707560345
ACADSB	1.47561505078042
ACAP2	1.27609877323819
ACAP3	3.46997795169521
ACAT2	2.36207028641386
ACBD7	4.31557608297097
ACCN3	7.50791765232156
ACCS	3.91501031464592
ACD	2.53800963274318
ACIN1	2.91952561447783
ACOT7	3.88371560961221
ACOT9	2.63159551924058
ACOX2	4.93252986828475
ACOX3	1.75647107574777
ACPL2	2.41300603521436
ACSF2	2.64865098524367
ACSL1	3.63611062625859
ACSL3	3.21033092613562
ACSL4	2.49480938144952
ACSS2	1.58136344653387
ACSS3	10.3414684499127
ACTL6A	1.57645605513005
ACTR1A	2.2950631610493
ACTR2	1.31400323944763
ACTR3	1.94559444057123
ACTR5	1.68952360822636
ACVR2A	1.65040321403042
ACVR2B	3.08824214542616
ACYP1	3.31662619520953
ACYP2	2.97986954932208
ADAM10	3.90268790270601
ADAM17	1.83352066858697
ADAM19	4.84999002464376
ADAM28	5.79744634860333
ADAM9	5.27325734836392
ADAMTS13	4.09112227297952
ADAMTS17	10.7064740947548
ADAMTS6	2.98042229073552
ADAMTSL1	10.1113839047239
ADAMTSL4	7.35050792998542
ADAP2	3.36986909218016
ADC	3.23334921515942
ADCK4	2.73351707829995
ADCYAP1R1	4.8140765521952
ADORA1	4.93543829446912
ADORA2A	2.30443632124171
ADORA3	5.27578793424014
ADPGK	1.90791085769709
ADPRH	2.14151394644493
ADRB2	3.37318184930717
ADRBK1	1.67076300026475
ADRM1	1.41853217091524
AEN	3.36128910911929
AFAP1	2.40486379682204
AFAP1L2	5.98939764455542
AFG3L1	2.95177637202717
AFTPH	1.74061817806493
AGA	3.04714757065649
AGAP2	5.99725984231175
AGAP3	3.54565659645348
AGAP6	3.31322394854917
AGAP8	5.07019655323038
AGFG1	1.15303685887973
AGPAT2	5.42276262914942
AGPAT5	1.63248226943992
AGT	4.38504634483104
AGXT2L2	2.15132789896374
AHNAK	4.16378582576964
AHNAK2	7.89142703477164
AHSA1	1.3702794771609
AIDA	1.80796489233728
AIF1	3.98487204772001
AIFM1	1.80444018460155
AIG1	2.68194262061451
AIM1	9.20287300415878
AIMP2	2.37083693108606
AKAP1	1.38770829634318
AKAP10	3.06748600099311
AKAP2	4.92273448324356
AKAP8L	2.47383411476907
AKD1	2.72175589528616
AKR1C3	6.22464399445023
AKT1	1.8543904017412
ALAS1	1.5997634719188
ALDH18A1	3.21154023737226
ALDH1A3	8.73873366533993
ALDH1B1	2.26251706742176
ALDH1L1	7.30741061408139
ALDH3B1	3.03401298873905
ALDH5A1	3.52435949244254
ALDH7A1	4.87464097422706
ALDH9A1	1.93211808239592
ALG3	1.50960214970173
ALG5	2.37817754386159
ALKBH5	1.27330568487285
ALOX5	5.88306795776867
ALOX5AP	8.5308324532898
ALPK1	3.50078767923363
ALS2CL	6.40019127013929
ALS2CR4	1.55128837641106
ALS2CR8	2.07452016912272
AMD1	2.77425728664083
AMFR	1.39222056092475
AMH	7.46430405067022
AMIGO1	3.73452149331106
AMIGO2	5.93273175620955
AMIGO3	4.04754667223026
AMOTL1	2.12011454997997
AMOTL2	4.44002072575456
AMPD2	1.42386967658744
ANAPC2	2.33056774596111
ANGPTL1	10.617641664412
ANGPTL2	4.01914713230856
ANK2	3.0275303819224
ANKDD1A	2.46863630886413
ANKFY1	1.97106379817082
ANKIB1	2.94248727360071
ANKMY2	1.53258744182952
ANKRD11	2.17249951427963
ANKRD13B	4.91259078915047
ANKRD16	2.31798239191577
ANKRD22	6.34662264284195
ANKRD24	4.17328004766673
ANKRD26	2.5139754304818
ANKRD34A	2.46756593506608
ANKRD45	4.63440847184403
ANKRD50	1.96404127113048
ANKRD57	3.22206376918172
ANKRD6	2.99814528998334
ANKRD9	2.60039226012371
ANKS1B	5.82308125521081
ANKS3	2.12923390149551
ANO5	5.54150154782367
ANO6	3.24369560602196
ANO8	2.71488708222601
ANP32B	2.29613228804178
ANXA1	5.52789050392274
ANXA2	5.93808565929154
ANXA2P1	5.57085781022196
ANXA2P2	6.34322520248868
ANXA4	5.42736070850231
ANXA5	2.655700115124
ANXA6	1.98194463532846
ANXA7	1.59096494375754
AOAH	4.21260449374697
AP1S2	2.17615459309311
AP3B1	2.26269930400003
AP3D1	1.71909530825288
AP3M2	1.35162957518286
AP3S2	1.31161303399808
APBA1	2.84134321808827
APBA2	2.28225469604796
APBB1IP	4.89500833994192
APBB2	2.73923486316329
APC	2.09934092832077
APCDD1	2.52506074951427
APH1B	2.41727703008046
API5	1.52482427388836
APLNR	4.99898704891822
APLP2	2.29828557658594
APOBEC3C	5.32623175423788
APOBEC3F	3.69225568881565
APOBEC3G	5.54428801377105
APOC2	5.61756705061403
APOL6	4.65494812322488
APP	1.80251321010397
APPL2	1.83510917738682
AQP4	6.00584742519208
AQP5	11.8923504888661
AQP9	9.00614860492149
ARAP2	4.77727074484443
ARAP3	3.11608592104519
ARC	5.62470550155264
ARF3	1.50289495545248
ARF4	1.49467111758482
ARFGAP1	1.8738734905117
ARFGEF1	1.48177374693668
ARFIP1	2.90486891720261
ARHGAP10	3.22584723798481
ARHGAP11A	3.10645912043896
ARHGAP12	1.51900309178313
ARHGAP15	3.55592151679241
ARHGAP17	2.00421006003392
